safegraph_place_id,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,city,region
sg:d51a8fcbb6e34e419ad56a09886b8914,Twin Cities Psychological Services Ltd,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.975043,-93.273597,Minneapolis,MN
sg:648c8d65198f409c87c58752c2c2100c,Liv & Reed Salon,,Personal Care Services,Beauty Salons,"812112",44.947643,-93.31807,Minneapolis,MN
sg:3d97b66741c947f9989c229e7f49a30d,Van White Memorial Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,"712190",44.982185,-93.295045,Minneapolis,MN
sg:8848e57f8f7449e29bfe071ccd4346db,Charles Schwab,Charles Schwab,Securities and Commodity Contracts Intermediation and Brokerage,Securities Brokerage,"523120",44.97643,-93.272019,Minneapolis,MN
sg:0161f43680324e49bf3c59495b3f6669,Natalie Levin,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.96979,-93.318291,Minneapolis,MN
sg:412ab25ce3c142a9a108861484db590c,Sphere,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","445310",44.978365,-93.268639,Minneapolis,MN
sg:32a05bb6064f444ea03fcda57817bc61,SuperAmerica,SuperAmerica,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",44.934409,-93.263037,Minneapolis,MN
sg:8f1353cfc3934ca29b687268ab8306d3,Devanadi Yoga Studio,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.973468,-93.314942,Minneapolis,MN
sg:a3968dc399eb4451a6078b7b8a6f43e5,Integrative Health Clinic,,Offices of Other Health Practitioners,Offices of Chiropractors,"621310",44.97046,-93.26143,Minneapolis,MN
sg:bad507c32652404f9c9f623bbff6a2ce,Vet Partners Pet Hospital Minneapolis,,"Other Professional, Scientific, and Technical Services",Veterinary Services,"541940",44.975752,-93.253308,Minneapolis,MN
sg:c1991a57862543dd81745847b4136c52,Morris Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,"712190",44.902998,-93.21589,Minneapolis,MN
sg:c4a553d4c2f6418cbceb3f7d857fc789,Schumacher Brockman Lic Psychologist,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.909137,-93.287078,Minneapolis,MN
sg:097d4fda423142b5a6da46be4a4fcd47,The Coffee Shop NE,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",45.02004,-93.237418,Minneapolis,MN
sg:af888dc741b845aca56c4e8eccc4a4e5,Peace Is At Hand,,Personal Care Services,Other Personal Care Services,"812199",44.942801,-93.28857,Minneapolis,MN
sg:0bef89101b7b46b58ac3d721f893b328,St Leonard of Port Maurice Church,,Religious Organizations,Religious Organizations,"813110",44.930762,-93.271013,Minneapolis,MN
sg:178baa193e2e4899909655ff27cc27fb,CVS,CVS,Health and Personal Care Stores,Pharmacies and Drug Stores,"446110",44.948765,-93.29272,Minneapolis,MN
sg:db9e73e754a14f6092e10c53cfae2deb,Wally's Falafel and Hummus,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.981222,-93.235558,Minneapolis,MN
sg:584220c335164687b6ec89267d274b35,Oscar Auto Body,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance","811121",44.950948,-93.276332,Minneapolis,MN
sg:a2b06c24ee314145a594e04ea4ec2732,Sterling Supply,,Building Material and Supplies Dealers,Hardware Stores,"444130",44.994803,-93.22103,Minneapolis,MN
sg:2d6083b32c06480481e76819a3feba43,Halwo Kismayo & Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.948911,-93.252202,Minneapolis,MN
sg:7fedfa18da37483683ae1cb6f5763134,Kyoto Sushi,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.950564,-93.287854,Minneapolis,MN
sg:a75c0d652b824ec7b2817e461d312e3a,Rogers Benefit Group,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",44.969521,-93.313227,Minneapolis,MN
sg:bbf663dea80d4422bdd87d9474daf4b4,Bella Beauty Salon & Spa,,Personal Care Services,Beauty Salons,"812112",44.912196,-93.327382,Minneapolis,MN
sg:fb784adabf074e788882404cfe916855,Paper Rock Scissor,,Florists,Florists,"453110",44.924912,-93.29062,Minneapolis,MN
sg:8aad16c8f7ef4d9c8d6f48ee3e9e934a,West Bank Diner,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.970591,-93.247414,Minneapolis,MN
sg:2c861a42a59e40ac9c46d6e2ce9372c7,Partners Hunt Creative Support,,Printing and Related Support Activities,Commercial Screen Printing,"323113",45.005562,-93.279352,Minneapolis,MN
sg:4f8d053b90874c45a2ee9ebe2c44f2f5,Halvey's Body Shop,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance","811121",44.938602,-93.261981,Minneapolis,MN
sg:6504b4cfb39b4bf5a992178d35c320b3,Fixt Rite Auto Repair,,Automotive Repair and Maintenance,General Automotive Repair,"811111",44.901714,-93.288813,Minneapolis,MN
sg:bc2d0a444f47461490435efc5b6df56a,Phillips Community Center,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"713990",44.959536,-93.257137,Minneapolis,MN
sg:e9bbfcfcf5564721a87dfeb3d8d8e7d5,C J Barbers Stylists,,,,,44.998986,-93.294561,Minneapolis,MN
sg:2017f7f4e982458d9d0c0a1b392df12d,School Readiness Learning Academy Inc,,Child Day Care Services,Child Day Care Services,"624410",44.984844,-93.296244,Minneapolis,MN
sg:d30031b1cc904484926e736965466292,Columbia Window Film & Graphics,,Automobile Dealers,Used Car Dealers,"441120",44.998436,-93.231156,Minneapolis,MN
sg:66285257c87c45ecad2a9263cf6e2162,Allina Health,Allina Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.952566,-93.262033,Minneapolis,MN
sg:7f571aec4b914c71ab2f68c47a85dd28,Allstate Insurance,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",44.972176,-93.277489,Minneapolis,MN
sg:f95425e9e0b84786b7974572106cd3c5,MN Delivery Solutions,,Couriers and Express Delivery Services,Couriers and Express Delivery Services,"492110",44.98437,-93.273974,Minneapolis,MN
sg:146a0690199744429804b80db730414e,Caribou Coffee,Caribou Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.977277,-93.27128,Minneapolis,MN
sg:4e235b39769046ffa96344703ebcf787,Gaziano Emanuel MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.952521,-93.262103,Minneapolis,MN
sg:d6f31d1b1c0a4c24b3a8907f5fb16381,Browne Michael P PHD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.977361,-93.269631,Minneapolis,MN
sg:e5e0d10a66e04154b6fa1a5c7c38f73a,Boiler Room Coffee,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.964347,-93.272986,Minneapolis,MN
sg:7e9638d0c835458d8be26c37a325874b,Minnesota Lions Children's Eye Clinic,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.966311,-93.235592,Minneapolis,MN
sg:5cac617b90514156a5d76e8276066c3a,Jimmy John's,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.980642,-93.235415,Minneapolis,MN
sg:a8f91b70b51c4ab5a02dd2d13a5d4642,State Farm,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",44.973465,-93.314913,Minneapolis,MN
sg:c807dff8e3e54617b1c88cf73302d22f,Riverdale Travel North Loop,,Travel Arrangement and Reservation Services,Travel Agencies,"561510",44.984147,-93.275011,Minneapolis,MN
sg:d973a1f89e9f4062a68c21a11f80b5dc,U.S. Bank,U.S. Bank,Depository Credit Intermediation,Commercial Banking,"522110",44.980733,-93.235952,Minneapolis,MN
sg:0fd36a7282c542d4b32111f61e698b12,Rockabye Rentals,,Furniture Stores,Furniture Stores,"442110",44.9104,-93.212352,Minneapolis,MN
sg:728edb0f23384107a2b2c952536fb0b2,Janet Elgallab,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.951081,-93.263036,Minneapolis,MN
sg:d013b30b726d4cdb97fa8581223d665e,Sally's Saloon,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.973332,-93.228449,Minneapolis,MN
sg:40ed0afa8be94f06a79ec37af0883a8b,Mandala Montessori Inc,,Child Day Care Services,Child Day Care Services,"624410",44.91565,-93.224758,Minneapolis,MN
sg:5ceaaa4ebd6b4e2385574bb0a1891bfa,Allina Health Laboratory Patient Service Center,,Medical and Diagnostic Laboratories,Medical Laboratories,"621511",44.95138,-93.261058,Minneapolis,MN
sg:4b11da35fbf54381a50e8cc8891f4480,Bei,,,,,44.893935,-93.28499,Minneapolis,MN
sg:89a436bfffdb46ff933cdd3bbbaf2ea1,Kulan Restaurant Inside 24 Mall,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.959995,-93.260145,Minneapolis,MN
sg:8f52fac6c9a34118a154c117927adf73,Combat Ju Jitsu,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.905074,-93.211606,Minneapolis,MN
sg:768d6b47956e41f8a6b4f5e31ef73cd2,Clown Glass,,,,,44.961372,-93.288377,Minneapolis,MN
sg:7dca207717864a8897032c3fcb3252c5,The Golden Pearl Vintage,,Clothing Stores,Women's Clothing Stores,"448120",44.989281,-93.25322,Minneapolis,MN
sg:ab7d713006434554a4dad2f6f4bc8691,Bill's Imported Foods,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",44.948071,-93.289117,Minneapolis,MN
sg:f2d1dda9dec6487ba3432e97af9dc991,Itasca Snack & Deli,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.989773,-93.274958,Minneapolis,MN
sg:6c2ec579fa724096b882f9571bae1b69,The Anchor Fish & Chips Food Truck,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",45.000733,-93.264386,Minneapolis,MN
sg:8cd552aa861f49a29e16c71fa774a7a8,Iglesia Vino Nuevo El Rey Jesus MN,,Religious Organizations,Religious Organizations,"813110",45.005719,-93.288372,Minneapolis,MN
sg:b51b3f6e343846399214884c39e663fc,North Loop Clinic & Pharmacy,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.989408,-93.278594,Minneapolis,MN
sg:c7992b6782e84a8f8fe6a0abf02e0a36,Stinson Wine Beer and Spirits,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","445310",45.006345,-93.227258,Minneapolis,MN
sg:e24c5f34509645adb410a3ce0f76e5a6,Coucou Minneapolis,,Other Schools and Instruction,Language Schools,"611630",45.000682,-93.265882,Minneapolis,MN
sg:0cc07d1ad32f43d082860075186dcaff,HCMC Whittier Clinic,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.951291,-93.278715,Minneapolis,MN
sg:888aa47a42284b7cb08e32ac65901c5f,Dunn Bros Coffee,Dunn Bros Coffee,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.912082,-93.319083,Minneapolis,MN
sg:0bb8ce4333694023b013c553202ad8e9,SUPERVALU,SUPERVALU,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",44.917035,-93.246912,Minneapolis,MN
sg:710c10e6b4f347c68aec91d6168214e6,Northeast Tattoo & Fade Away Laser Tattoo Removal,,Personal Care Services,Other Personal Care Services,"812199",45.013031,-93.250644,Minneapolis,MN
sg:685e1ca9a6ab4aa2b02d1102763f60f9,Lighthouse Training Center,,Home Health Care Services,Home Health Care Services,"621610",44.998316,-93.286951,Minneapolis,MN
sg:2b342fc54b444888a04400b38d3972b4,Hamdi Restaurant,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.948598,-93.261924,Minneapolis,MN
sg:722251c1ac9543aa8a6bea77d7738dc1,North United Methodist Church,,Religious Organizations,Religious Organizations,"813110",45.035216,-93.29544,Minneapolis,MN
sg:aed3e01aebf646fab42497c070059aa8,The Exchange,The Exchange,Clothing Stores,Family Clothing Stores,"448140",44.896603,-93.218572,Minneapolis,MN
sg:e1e7819c2b9044c594f61b3e4cee0ef9,Kitty Klinic,,"Other Professional, Scientific, and Technical Services",Veterinary Services,"541940",44.939694,-93.287797,Minneapolis,MN
sg:850148c5c7c34d06818a120b695045d2,Tacos Lupita,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.898557,-93.223434,Minneapolis,MN
sg:befed9e3a1e549248fa88c73a1b63a8d,Jimmy John's,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.974751,-93.272812,Minneapolis,MN
sg:ce1867b7eb3f4dc0a45978b96296a009,Ross Frame Shop,,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),"453998",44.919741,-93.290657,Minneapolis,MN
sg:70ff9d7a834b4c23a6359b2ef11241e3,Psychic Reading Experts Minneapolis,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.974413,-93.275059,Minneapolis,MN
sg:9dfdb2aaf3024e4e91230ae13ae9d249,Shell Oil,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",44.963039,-93.2309,Minneapolis,MN
sg:e9ba9907f603482689e145200535d8d9,Lige's Greater Kutz Barber Shop,,Personal Care Services,Beauty Salons,"812112",44.933945,-93.232317,Minneapolis,MN
sg:7419e9fa2b6348b7a4d65627454894ae,Running Room,,Shoe Stores,Shoe Stores,"448210",44.951754,-93.297868,Minneapolis,MN
sg:d14cb72ae47842fba1d8d636f50f189c,Bonchon,Bonchon,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.980757,-93.235378,Minneapolis,MN
sg:e41666ecd3d64496b241e6ae99c1f4fc,Coffee & Tea Ltd,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.924673,-93.314064,Minneapolis,MN
sg:f4a0e2d1642048bfb3b4a5fd3da007fb,Amy Heilman Doula,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.934932,-93.263453,Minneapolis,MN
sg:2ca5dac7f3144aff837cd2c6727e918d,The Movement Minneapolis,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.961715,-93.288623,Minneapolis,MN
sg:56f35ed27912476a8a66253ed37ee1e1,Profile Music Center,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,"451140",44.972157,-93.219624,Minneapolis,MN
sg:e8e4b02036f64acb9541581b33c36186,Warby Parker,Warby Parker,Health and Personal Care Stores,Optical Goods Stores,"446130",44.983104,-93.270947,Minneapolis,MN
sg:cb97f9f28b4d4e52be77129ad0007c0c,Insomnia Cookies,Insomnia Cookies,Bakeries and Tortilla Manufacturing,Retail Bakeries,"311811",44.980546,-93.235433,Minneapolis,MN
sg:f496b8f99abc41e9b692627cb09f5f1f,Flowers and Gifts By Esperanza,,Florists,Florists,"453110",44.947052,-93.250972,Minneapolis,MN
sg:1f6b3bee0444426f8a2d4f109e6f1f33,3 Degrees Ministries,,Religious Organizations,Religious Organizations,"813110",44.978141,-93.266854,Minneapolis,MN
sg:3b9d795108e843d880c8c9f7d9349e0c,Country Financial,Country Financial,Securities and Commodity Contracts Intermediation and Brokerage,Investment Banking and Securities Dealing,"523110",44.969777,-93.318226,Minneapolis,MN
sg:19260e17d8154f76bab6d51268ed4028,Erin Hanlon Mayan Abdominal Thereby,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.930615,-93.28883,Minneapolis,MN
sg:62bb30cde55247779701760007c34c40,Leviticus Tattoo and Body Piercing,,Personal Care Services,Other Personal Care Services,"812199",44.948099,-93.213448,Minneapolis,MN
sg:8c5622cd64e24e7b955ea6b72ad53860,Pancreas & Biliary Care,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.970884,-93.22487,Minneapolis,MN
sg:af4f3d628bef4e5b87298eb38ecb8db1,Marcy Open Elementary,,Elementary and Secondary Schools,Elementary and Secondary Schools,"611110",44.986722,-93.250115,Minneapolis,MN
sg:bf1ce77587ec465db7b6e88ae012720a,FedEx,FedEx,Couriers and Express Delivery Services,Couriers and Express Delivery Services,"492110",44.970643,-93.278385,Minneapolis,MN
sg:f87d2108bca549e2a4f50b5f5cfc02a0,Banana Blossom,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",45.013407,-93.301699,Minneapolis,MN
sg:0f42f5803ddf46dd8e148e48f1a8c233,Dunn Bros Coffee,Dunn Bros Coffee,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.971134,-93.262615,Minneapolis,MN
sg:1f4a9ded91384ff59b63e7dd9f1ce332,HALO Healing Therapies South Minneapolis,,Personal Care Services,Other Personal Care Services,"812199",44.916414,-93.26304,Minneapolis,MN
sg:3436c695c4b34c1886057f6abc554a71,Habitat for Humanity,Habitat for Humanity,Grantmaking and Giving Services,Other Grantmaking and Giving Services,"813219",44.952339,-93.238339,Minneapolis,MN
sg:3dd8746b5eed4341914dd2c51d82a95c,WeRecoverData com,,Electronics and Appliance Stores,Electronics Stores,"443142",44.978343,-93.268609,Minneapolis,MN
sg:8ee4d3b49ade4f349743b91ddc61ab9f,Family Dollar Stores,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,"452319",45.011756,-93.307854,Minneapolis,MN
sg:ef29ec0806bd4ee38565bd7515715839,The White Room,,Clothing Stores,Women's Clothing Stores,"448120",44.991637,-93.228965,Minneapolis,MN
sg:f166ee5e494748b8bd9f20dc468ed5ef,Otter Kaye B Dr Chirprctr,,Offices of Other Health Practitioners,Offices of Chiropractors,"621310",44.913586,-93.317887,Minneapolis,MN
sg:032c3f6bbaeb45b7890b25dc41ae3c79,St Vincent De Paul Store,,Used Merchandise Stores,Used Merchandise Stores,"453310",44.948926,-93.257215,Minneapolis,MN
sg:4670a85d1a5246dfa5a96725064d803f,H&R Block,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,"541213",44.948182,-93.28073,Minneapolis,MN
sg:75f218ca483646d5afb42cbc113c160b,Kuneck Paul MD Center For Reproductive Medicine,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.951585,-93.263005,Minneapolis,MN
sg:b2c0e57253c4440a81474419ff20c3b8,Past Present Future,,Furniture Stores,Furniture Stores,"442110",44.962918,-93.270689,Minneapolis,MN
sg:f1cf3e70040045eaabf3729f3bb84f6a,Swan Suzanne K MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.970888,-93.259603,Minneapolis,MN
sg:366dbd505bf447cd93634f02dfe1d2bc,Galaxy Skyway Barber Stylists,,Personal Care Services,Beauty Salons,"812112",44.979162,-93.26703,Minneapolis,MN
sg:57cc73059cc741a386f5d2712390bc16,Fifth Element,,Clothing Stores,Family Clothing Stores,"448140",44.95867,-93.294202,Minneapolis,MN
sg:eada8e3afeea473fb700d9eaa1aa73aa,Bremer Bank,Bremer Bank,Depository Credit Intermediation,Commercial Banking,"522110",44.976329,-93.268468,Minneapolis,MN
sg:478068da31d14f9b9a8525ec985a1c1b,Caribou Coffee,Caribou Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.9744,-93.280377,Minneapolis,MN
sg:ef28b4a85059476c9cb60f99f436e476,Morningside,,Lessors of Real Estate,Malls,"531120",44.921124,-93.328767,Minneapolis,MN
sg:0f828afe36a84b9bbd7b865dd77b267c,Unitarian Universalist Association,,Religious Organizations,Religious Organizations,"813110",44.963129,-93.280433,Minneapolis,MN
sg:d486a1efdf5f48b086a726e7121c1e4e,CSC Sports,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,"712190",44.935054,-93.289293,Minneapolis,MN
sg:e90a86a9b4cd44309127165abf715f08,Blue Door Pub Lyn Lake,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.947928,-93.288383,Minneapolis,MN
sg:0ccec883e0474615a613957cf7e18db9,Dipstix,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",44.991263,-93.224754,Minneapolis,MN
sg:17547883d5334344b01a5360acba1f88,Boost Mobile,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),"517312",45.013306,-93.293778,Minneapolis,MN
sg:25de88b135d24f9bb9913854181e3398,Andrea Pizza,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.979248,-93.26699,Minneapolis,MN
sg:49bf6e677a5e4a94a796544b62135df1,The Bulldog N E,,,,,44.988928,-93.254996,Minneapolis,MN
sg:7602549347634b13817a55d8cc44986f,Globe University Minneapolis,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools","611310",44.976014,-93.272445,Minneapolis,MN
sg:04360623c376410e8f36763d511d8a5a,Anderson Glen F MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.955793,-93.261867,Minneapolis,MN
sg:4819250bbd404660898f2c5d7f62e282,Burch Steak and Pizza Bar,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.963034,-93.291679,Minneapolis,MN
sg:9967ee6cff7a40ffa7652f961e468333,Tom Glaser MS LP,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.967029,-93.289764,Minneapolis,MN
sg:29dc569bc41344cf86fa291b6c7eba04,Red Cricket Acupuncture,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.915818,-93.278251,Minneapolis,MN
sg:999911168879434d80552786554a7796,New French Bakery,,Bakeries and Tortilla Manufacturing,Retail Bakeries,"311811",44.983994,-93.215653,Minneapolis,MN
sg:a85d3086466349a4b9f072e14bbf2cef,Modify Salon,,Personal Care Services,Beauty Salons,"812112",44.933218,-93.2886,Minneapolis,MN
sg:c035aa5fcfdf4ef4ae620168212eb3f5,Endless Glow By Lola,,Personal Care Services,Other Personal Care Services,"812199",44.956671,-93.296335,Minneapolis,MN
sg:c84f27c47ee04cb69bc9dc150ee5eff9,Northside Yoga,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.997061,-93.300338,Minneapolis,MN
sg:1c73a881946c4b12b921581417222643,LeBlanc,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.983123,-93.265716,Minneapolis,MN
sg:34f4d3825a43468e875095d7c6c62912,Fat Chance Restaurant & Smokehouse,,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.970005,-93.213697,Minneapolis,MN
sg:8c3401686c51422fb5cd1bb4c523f7fc,Nash Frame Design,,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),"453998",44.973777,-93.281052,Minneapolis,MN
sg:95f281aac6964e6da8664ef46ecc383c,Higgins Insurance Agency,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",45.010496,-93.247734,Minneapolis,MN
sg:bc834f8aa25b4b0ca3cda801e339d095,Abushanab Barber Shop,,Personal Care Services,Beauty Salons,"812112",45.025015,-93.237372,Minneapolis,MN
sg:d9e66210e09f4a0e9df7f3ef810a3952,The Villa at Bryn Mawr,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.979335,-93.309075,Minneapolis,MN
sg:0510e3a5b4e5443f9185e98aaf9480d1,Gori Gori Peku,,Other Miscellaneous Store Retailers,Tobacco Stores,"453991",44.984578,-93.267602,Minneapolis,MN
sg:48ca04db1b3f41179b6d0491b2229826,Eyedeals,,Health and Personal Care Stores,Optical Goods Stores,"446130",44.946936,-93.298477,Minneapolis,MN
sg:6c66d1cf293a46428b9045d488e55268,Southpoint Community Acupuncture,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.934375,-93.247017,Minneapolis,MN
sg:bc316edd388f45cabe8fdf0acbd0e3ef,PetSmart,PetSmart,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,"453910",45.005063,-93.230486,Minneapolis,MN
sg:b89f5a0f22044633a68ac24d4613c79a,Hook Fish & Chicken,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.998893,-93.295204,Minneapolis,MN
sg:fddf65b2e5384cc0b68937c736e589ce,Las Vegas Tonight,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"713990",45.004488,-93.250071,Minneapolis,MN
sg:179f6184d26c4501b988889364977682,CMTC Wireless,,Electronics and Appliance Stores,Electronics Stores,"443142",44.948672,-93.260754,Minneapolis,MN
sg:76dd79f1fa2b4df5894f7e563e8412b8,Smiling Faces Child Development Center,,Child Day Care Services,Child Day Care Services,"624410",45.004004,-93.259289,Minneapolis,MN
sg:80cc744310d64abf884d4cb3358461fc,Bryn Mawr Presbyterian Church,,Religious Organizations,Religious Organizations,"813110",44.973381,-93.309902,Minneapolis,MN
sg:e77fb83d724b4138a26a43eb3435fd66,The Living Room,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.974613,-93.272019,Minneapolis,MN
sg:23a3ede6c3cd4ec39e47c854beac6723,Mu Mu Tea,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.973272,-93.223139,Minneapolis,MN
sg:3e8ab41baa134cc88af6e39140fb2297,Boost Mobile,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),"517312",44.934018,-93.277705,Minneapolis,MN
sg:817379ea8dd3440ea17d5057477d51b9,Park Java,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.975783,-93.266403,Minneapolis,MN
sg:b755dadc4b314e88b5399dafaf0d6b5d,Marty's Styled By Jon Charles,,Personal Care Services,Beauty Salons,"812112",44.985312,-93.272035,Minneapolis,MN
sg:ed09fcb625434db5a3555b7704551aa0,Roy's Repair,,Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers","441228",44.943855,-93.23318,Minneapolis,MN
sg:0b749a8005f94081b32ede10e016dfda,Minnesota Conference of United Church of Christ,,Religious Organizations,Religious Organizations,"813110",44.962894,-93.280427,Minneapolis,MN
sg:0fc042025d67400fb8c2bb9fe6e43b0f,The Canine Coach,,Other Personal Services,Pet Care (except Veterinary) Services,"812910",44.905192,-93.212502,Minneapolis,MN
sg:52e42b213c6a4826928054af5eb20e2e,Pizza Luce,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.944503,-93.288734,Minneapolis,MN
sg:8ae3a11c4de54cc281f38b35bbc78e85,Dangerous Man Brewing Co,,Beverage Manufacturing,Breweries,"312120",45.00102,-93.266327,Minneapolis,MN
sg:b9f1eacc750f4f1eb83ab8e4e778ea87,Grumpy's Bar,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",45.010129,-93.261794,Minneapolis,MN
sg:db077462b3bd42c6bccac2e2c28dc21b,Peace Coffee,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.973997,-93.272531,Minneapolis,MN
sg:2c7b2bbc5a9e455899bf1e45e8409c31,Starbucks,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.977224,-93.269133,Minneapolis,MN
sg:6b547f0e4ad141adad69bf1369bd166b,Kvk Sales,,Automobile Dealers,Used Car Dealers,"441120",44.954034,-93.223349,Minneapolis,MN
sg:6f21324947294275bf44223b36ec465a,O'Reilly Auto Parts,O'Reilly Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,"441310",44.947978,-93.22954,Minneapolis,MN
